ContentID,Type,Niche,Platform,Title,Status,ScheduledDate,PublishedDate,Engagement,Notes,source_file,content_section,date,platform,account,niche,content_type,content_path,caption,hashtags,status,posted_url,notes,structure_id,structure_name,hook_formula,body_structure,cta_type,cta_example,performance_tier,niche_fit,source,hashtag,avg_posts,competition_level,recommended
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,All,,,Fitness Content,,,,,,Specific actionable.,CS019,Protocol,Electrolytes are the cheat code for output,Hook → Why → How → Protocol → CTA,Bio,Full protocol in bio,HIGH,Fitness,Fitness niche analysis,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,Meta/TikTok,,,Paid Ad,,,,,,Native looking. Not polished.,CS020,UGC Style,[Problem] - but then I found this,Hook → Struggle → Discovery → Result → CTA,Landing,Get it now,HIGHEST,ALL,Paid ad best practices,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,TikTok/Reels,,,Short Video,,,,,,23.8M views on couples doodle app. Drama + resolution format.,CS021,Relationship Bait,I haven't heard from my BOYFRIEND in FOUR days and he just sent me this,Emotional hook → Suspense → App reveal → Wholesome payoff → CTA,Bio,Link in bio,HIGHEST,ALL,@wesocialgrowth pattern,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,X/IG,,,Carousel/Slideshow,,,,,,Cluely format: 362k-492k views. AI girl grabs attention slides deliver value.,CS022,AI Girl Hook,5 corporate hacks that [outcome],AI selfie hook image → Listicle slides → Brand promo last slide → CTA,Bio,Link in bio,HIGH,ALL,@mattwelter breakdown,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,X,,,X Thread,,,,,,Knox framework: $30k/mo = 309 sales @ $97 = 11/day. Cold 1% = 1100 visitors.,CS023,Math Framework,Here's exactly how to make $X/month,Revenue math → Traffic needed → Conversion rates → Daily targets → Scale path,Reply,Reply 'MATH' for calculator,HIGHEST,AI,@knoxtwts article,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,TikTok,,,Short Video,,,,,,TikTok organic = free hook testing. Validate before ads.,CS024,Organic Testing,Same idea → 5 executions same video → 10 hooks,Volume testing framework → Find signal → Double down → Scale to paid,Comment,Comment which hook hit,HIGH,ALL,@lottsnomad (YC W26),,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,X,,,X Post,,,,,,REPURPOSE ONLY: Engagement farm format. Use to grow accounts then pivot to value.,CS025,Hype/Engagement,This is going to change everything 🔥,Big claim → Tease → Promise → Vague CTA,Follow,Follow for the breakdown,MEDIUM,ALL,Engagement farm analysis,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,TikTok/Reels,,,Short Video,,,,,,Simplest growth lever 2026. Signals active creator. Turn comments into content ideas.,CS026,Comment Reply Video,@username asked about X...,Reply to comment visually → Answer question → Encourage more comments → CTA,Comment,Ask me anything,HIGHEST,ALL,TikTok Algorithm 2026,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,YouTube Shorts/TikTok,,,Tutorial Short,,,,,,50-60 sec = 76% watch-through rate. TikTok now search platform. Tutorials win in feed AND search.,CS027,Search-Optimized Tutorial,How to [exact search keyword],Keyword-rich title → Text overlay with keywords → Quick solution → Step-by-step → CTA,Search,TikTok/YouTube search,HIGHEST,ALL,YouTube Shorts Jan 2026,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,TikTok/Reels,,,Short Video,,,,,,1 person watching 3x > 3 people watching 1x. 70%+ completion rate required for viral 2026.,CS028,Rewatch Loop,Wait for it... [callback to start],Hook → Build → Payoff → Loop back to start → Encourages rewatch,Save/Rewatch,Watch again to catch it,HIGH,ALL,TikTok Algorithm 2026,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,TikTok,,,Short Video,,,,,,TikTok AI reads text overlays. Example: Fast Editing Tips on screen for editing tutorial.,CS029,Keyword Overlay,[Exact search keyword on screen],Keyword text overlay → Deliver on promise → Use keyword 2-3 times in text → CTA,Search,Search for more tips,HIGH,ALL,TikTok Search 2026,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,IG/LinkedIn,,,Carousel Post,,,,,,Hub-and-spoke model. Create comprehensive hub. Break into 10-20 spokes across platforms.,CS030,Hub Content,The complete guide to X [comprehensive],Title slide → Problem → Framework → 8-10 steps → Summary → CTA,DM,DM for full PDF,HIGHEST,ALL,Content Repurposing 2026,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,TikTok/Reels,,,Short Video,,,,,,First 60 minutes critical. Active creator signal boosts distribution. Follower-first testing 2-3 days.,CS031,First Hour Engagement,[Post timing strategy],Post content → Reply to EVERY comment first 60 min → Reply with videos when possible → Boost signal,Comment,Comment now for reply,HIGH,ALL,TikTok Algorithm 2026,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,YouTube Shorts,,,Short Video,,,,,,Trending audio in first 5 sec = 21% reach increase. 18-22 Shorts monthly = top creator benchmark.,CS032,Trending Audio Hook,[Trending audio first 5 seconds],Trending audio intro → Hook viewer → Deliver value → 50-60 second length → CTA,Subscribe,Sub for more,HIGH,ALL,YouTube Shorts 2026,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,ALL,,,Hook Formula,,,,,,Creates exclusivity. Implies insider info. Use with specific tactics.,CS033,Forbidden Knowledge,Nobody is talking about this...,Hook → Exclusive insight → Evidence → Application → CTA,Comment,Comment 'SECRET' for more,HIGHEST,ALL,VIRAL_CONTENT_FORMULAS.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,ALL,,,Hook Formula,,,,,,Numbers = credibility. Always include specific revenue/results.,CS034,Revenue Reveal,I made $X in Y days. Here's how.,Hook → Screenshot proof → 3 steps → Result → CTA,Bio,Link in bio for breakdown,HIGHEST,AI,VIRAL_CONTENT_FORMULAS.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,ALL,,,Hook Formula,,,,,,Direct command creates urgency. Contrarian angle drives engagement.,CS035,Stop/Start Command,Stop doing X. Do Y instead.,Direct command → Why current is wrong → Better approach → Quick win → CTA,Comment,Comment 'FIX' for template,HIGHEST,ALL,VIRAL_CONTENT_FORMULAS.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,ALL,,,Hook Formula,,,,,,Forces agreement/disagreement. Controversy without offense.,CS036,Hot Take,Unpopular opinion: [statement],Controversial take → Evidence → Counterargument → Resolution → CTA,Reply,Reply with your take,HIGH,ALL,VIRAL_CONTENT_FORMULAS.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,ALL,,,Hook Formula,,,,,,Gaming language resonates. Efficiency promise triggers saves.,CS037,Cheat Code,This is the cheat code for X,Gaming language → Simple solution → Demonstration → Result → CTA,Bio,Full cheat code in bio,HIGH,ALL,VIRAL_CONTENT_FORMULAS.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,ALL,,,Hook Formula,,,,,,Puts viewer in situation. Relatability = shares.,CS038,POV Setup,POV: You just discovered X,Relatable setup → Experience walkthrough → Payoff → CTA,Comment,Comment if this is you,HIGH,ALL,VIRAL_CONTENT_FORMULAS.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,ALL,,,Hook Formula,,,,,,Forces engagement. Binary = easy to respond. High comment rate.,CS039,Binary Choice,Which do you choose: A or B?,Two options → Context for each → Ask for defense → Engage replies,Comment,Comment your choice,HIGHEST,ALL,VIRAL_CONTENT_FORMULAS.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,ALL,,,Hook Formula,,,,,,Loss aversion powerful. Use sparingly to avoid fear fatigue.,CS040,Fear Hook,If you're doing X stop immediately.,Fear trigger → Why it's bad → Solution → Safe path → CTA,DM,DM 'HELP' for fix,HIGH,ALL,VIRAL_CONTENT_FORMULAS.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,ALL,,,Hook Formula,,,,,,Low time commitment = high engagement. Easy win promise.,CS041,Speed Promise,Do this in 60 seconds,Time commitment → Quick demonstration → Result → Efficiency tip → CTA,Save,Save for later,HIGH,ALL,VIRAL_CONTENT_FORMULAS.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,ALL,,,Hook Formula,,,,,,Authenticity signal. Vulnerability = trust = engagement.,CS042,Confession,I have a confession to make...,Vulnerability → Truth reveal → What changed → Lesson → CTA,Comment,Share yours below,HIGH,ALL,VIRAL_CONTENT_FORMULAS.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,ALL,,,Content Structure,,,,,,Most versatile structure. Works everywhere. 30s optimal length.,CS043,Problem-Agitate-Solve,Stop wasting X on Y,Hook (3s) → Agitate (7s) → Solve (10s) → Result (5s) → CTA (5s),Multiple,Varies by platform,HIGHEST,ALL,VIRAL_CONTENT_FORMULAS.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,TikTok/Reels,,,Content Structure,,,,,,Rewatches count as multiple views. 70%+ completion for viral 2026.,CS044,Rewatch Loop,Wait for it... [callback to start],Hook with foreshadow → Build → Payoff → Seamless loop to start,Rewatch,Watch again to catch,HIGH,ALL,VIRAL_CONTENT_FORMULAS.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,X,,,Content Structure,,,,,,First reply most visible. Proven funnel. Use for product promotion.,CS045,Self-Reply Funnel,[Value hook in main tweet],Main tweet: Hook with value → Self-reply: CTA with link/product,Bio,Check pinned tweet,HIGHEST,AI,VIRAL_CONTENT_FORMULAS.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,ALL,,,Hook Formula,,,,,,Aspiration + proof. Personal story = high engagement.,CS046,The Transformation,6 months ago I was X. Now Y.,Before state → Turning point → Process → After state → CTA,Comment,Comment your journey,HIGHEST,ALL,VIRAL_CONTENT_FORMULAS.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,ALL,,,Hook Formula,,,,,,Challenges existing beliefs. Triggers curiosity + debate.,CS047,Myth Bust,X is a lie. Here's the truth.,Challenge belief → Evidence → Real truth → Application → CTA,Comment,Agree or disagree?,HIGH,ALL,VIRAL_CONTENT_FORMULAS.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,TikTok/Shorts,,,Hook Formula,,,,,,TikTok/YT are search engines. SEO-optimized hooks win.,CS048,Search Keyword Hook,How to [exact keyword],Keyword in title + overlay → Direct answer → Steps → CTA,Search,Search platform,HIGHEST,ALL,VIRAL_CONTENT_FORMULAS.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,ALL,,,Content Structure,,,,,,Narrative tension keeps viewers. End with lesson/CTA.,CS049,Story Arc,So I tried X and this happened...,Hook tease (3s) → Setup (7s) → Conflict (10s) → Resolution (8s) → Lesson (2s),Multiple,Varies,HIGH,ALL,VIRAL_CONTENT_FORMULAS.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,ALL,,,Hook Formula,,,,,,Lowest friction engagement. High comment rate. Easy UGC.,CS050,Fill-in-Blank,Your X in 3 words. Go.,Low friction prompt → Wait for responses → Engage best replies → Repost favorites,Comment,Answer below,HIGH,ALL,VIRAL_CONTENT_FORMULAS.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,LinkedIn,,,LinkedIn Post,,,,,,Easy to scan. Creates rhythm. Professional but readable.,CS051,Single Line Breaks,[Statement] + line breaks + [Supporting points],Short punchy lines → Line break between each → Conclusion → CTA question,Comment,Agree?,HIGH,AI,VIRAL_POST_FORMATS_2026.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,LinkedIn,,,LinkedIn Post,,,,,,Breaks pattern. Triggers debate. High engagement.,CS052,Contrarian LinkedIn Take,Unpopular LinkedIn opinion: [bold statement],Challenge norm → Why it's wrong → Evidence → What to do instead,Comment,What's your take?,HIGH,AI,VIRAL_POST_FORMATS_2026.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,LinkedIn,,,LinkedIn Carousel,,,,,,3x engagement vs single images. 7-10 slides optimal.,CS053,Hub Content Document,[Number] [lessons] from [experience],Hook slide → Value slides (1 per point) → Summary → CTA slide,DM,DM for full doc,HIGHEST,AI,VIRAL_POST_FORMATS_2026.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,TikTok/Reels,,,TikTok Hook,,,,,,Relatability = shares. Immersive hook format.,CS054,POV Setup,POV: You just discovered [thing],Put viewer in situation → Show experience → Payoff → CTA,Comment,Comment if this is you,HIGH,ALL,VIRAL_POST_FORMATS_2026.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,TikTok/Reels,,,TikTok Hook,,,,,,Authenticity signal. Vulnerability = trust = engagement.,CS055,Confession Hook,I have a confession to make...,Vulnerability → Truth reveal → What changed → Lesson → CTA,Comment,Share yours,HIGH,ALL,VIRAL_POST_FORMATS_2026.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,X,,,X Thread,,,,,,Specific math = credibility. Reverse engineering creates clarity.,CS056,Reverse Math Thread,Want to make $X/month? Here's the math:,Revenue target → Sales needed → Traffic needed → Daily targets → Scale path → CTA,Reply,Reply MATH for calculator,HIGHEST,AI,VIRAL_POST_FORMATS_2026.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,TikTok/IG,,,Short Video,,,,,,Study niche: Gauth $1.2M/mo Knowunity $460k/mo. No UGC just slides.,CS057,Study App Slideshow,Organic informational slideshows,Hook → Educational slide content → App CTA → No influencers needed,Bio,Link in bio,HIGHEST,ALL,ALPHA_STAGING.csv research,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,X,,,X Post,,,,,,Contrarian often wins 2x. Tests angles quickly. Algorithm = 2 chances.,CS058,A/B Contrarian Post,Post opposite takes on same topic,Post A: start doing X → Post B: stop doing X → Track which wins → Double down,None,Track performance,HIGH,ALL,NICHE_POSTING_STRATEGY.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,TikTok,,,Short Video,,,,,,First 60 minutes critical. Active creator signal = algorithm boost.,CS059,60-Second First 60 Min,Post + reply to ALL comments first 60 min,Content → Monitor → Reply to every comment → Reply with videos when possible → Boost signal,Comment,Comment for reply,HIGHEST,ALL,TikTok Algorithm 2026,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,LinkedIn,,,LinkedIn Post,,,,,,Authenticity wins on LinkedIn. Vulnerability = trust.,CS060,Personal Story Business Lesson,[Time ago] I [failure/struggle]...,Struggle → What happened → What learned → Takeaway for others → CTA,Comment,Has this happened to you?,HIGH,AI,VIRAL_POST_FORMATS_2026.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,ALL,,,Cross-Platform,,,,,,One effort multiple outputs. Maximum content leverage.,CS061,Hub-and-Spoke Repurpose,One hub piece → 10-20 spokes across platforms,Create hub (tutorial/blog/carousel) → Extract quotes/clips/points → Adapt per platform → Schedule 2-4 weeks,Multiple,Varies by platform,HIGHEST,ALL,VIRAL_POST_FORMATS_2026.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,TikTok/Shorts,,,TikTok/Shorts,,,,,,Trending audio first 5 sec = 21% reach increase. 18-22 Shorts monthly benchmark.,CS062,Trending Audio First 5,Trending audio in first 5 seconds,Hook with trending sound → Deliver value → 50-60 sec length → CTA,Subscribe,Sub for more,HIGH,ALL,YouTube Shorts 2026,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,IG,,,Instagram,,,,,,Format matching increases performance. Test both for before/after.,CS063,Carousel vs Reel Decision,Visual process = Reel. Steps/lists = Carousel.,Tutorial visual → Reel. Tutorial steps → Carousel. Story → Reel. Listicle → Carousel.,Multiple,Varies,HIGH,ALL,VIRAL_POST_FORMATS_2026.md,,,,
,,,,,,,,,,WINNING_CONTENT_STRUCTURES.csv,content_structure,,TikTok/IG,,,Short Video,,,,,,Tai chi app $200k/mo. Underserved market. AI influencer = $0 promotion.,CS064,Boomer App Opportunity,Apps for seniors: cooking fishing gardening bricolage,Senior niche hook → Problem they face → Simple solution → AI influencer promotion → CTA,Bio,Link in bio,HIGHEST,ALL,ALPHA_STAGING.csv research,,,,
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#faith,high,high,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#christian,high,high,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#dailydevotion,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#morningroutine,high,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#quiettime,low,low,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#bibleverse,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#christianliving,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#prayer,high,high,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#blessed,high,high,false
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#encouragement,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#dailyword,low,low,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#faithjourney,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#trustgod,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#godisgood,medium,high,false
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#spiritualgrowth,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#biblereading,low,low,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#christianlife,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#worshiplife,medium,medium,false
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#faithoverfear,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#dailybread,low,low,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#prayerwarrior,medium,medium,false
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#jesuslovesyou,medium,high,false
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#scripture,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#christianwalk,low,low,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#morningdevotion,low,low,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#faithbased,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#godsfaithful,low,low,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#christianfaith,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#dailyprayer,low,low,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#livebyfaith,low,low,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#walkinginfaith,low,low,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#faithwalk,low,low,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#christianinspiration,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#biblestudy,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#believeingod,low,low,false
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#christianmotivation,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#godspromises,low,low,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#spirituallife,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#trusttheprocess,medium,medium,false
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#christianquotes,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#faithfilled,low,low,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#morningthoughts,low,low,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#peacefulmorning,low,low,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#stillness,low,low,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#intentionalliving,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#mindfulmorning,low,low,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#gratitude,high,high,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#dailygratitude,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#hopeinfaith,low,low,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,faith,,,,,,,,,,,,,,,,,#christianhope,low,low,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,fitness,,,,,,,,,,,,,,,,,#fitness,high,high,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,fitness,,,,,,,,,,,,,,,,,#gym,high,high,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,fitness,,,,,,,,,,,,,,,,,#workout,high,high,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,fitness,,,,,,,,,,,,,,,,,#fitfam,high,high,false
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,fitness,,,,,,,,,,,,,,,,,#training,high,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,fitness,,,,,,,,,,,,,,,,,#discipline,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,fitness,,,,,,,,,,,,,,,,,#consistency,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,fitness,,,,,,,,,,,,,,,,,#gymmotivation,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,fitness,,,,,,,,,,,,,,,,,#fitnessmotivation,medium,high,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,fitness,,,,,,,,,,,,,,,,,#gains,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,fitness,,,,,,,,,,,,,,,,,#strength,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,fitness,,,,,,,,,,,,,,,,,#nutrition,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,fitness,,,,,,,,,,,,,,,,,#healthyeating,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,fitness,,,,,,,,,,,,,,,,,#mealprep,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,fitness,,,,,,,,,,,,,,,,,#protein,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,fitness,,,,,,,,,,,,,,,,,#macros,low,low,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,fitness,,,,,,,,,,,,,,,,,#bodybuilding,high,high,false
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,fitness,,,,,,,,,,,,,,,,,#lifting,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,fitness,,,,,,,,,,,,,,,,,#weighttraining,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,fitness,,,,,,,,,,,,,,,,,#strengthtraining,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,fitness,,,,,,,,,,,,,,,,,#exercise,high,high,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,fitness,,,,,,,,,,,,,,,,,#fitlife,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,fitness,,,,,,,,,,,,,,,,,#healthylifestyle,medium,high,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,fitness,,,,,,,,,,,,,,,,,#gymlife,medium,medium,false
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,fitness,,,,,,,,,,,,,,,,,#workoutmotivation,medium,medium,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,fitness,,,,,,,,,,,,,,,,,#dailyworkout,low,low,true
,,,,,,,,,,HASHTAG_LIBRARY.csv,hashtag_library,,X,,fitness,,,,,,,,,,,,,,,,,#homeworkout,medium,medium,true
